observed_at_utc,run_id,bench,benchmark,model,agent,shuffle_seed,status,phase,generation,source_step,task_id,reward,baseline_score,final_score,delta_test,mean_reward,input_tokens,output_tokens,reward_Astar,reward_A0_only_M1,reward_A0_only_M2,reward_A0_only_M3,reward_A0_only_M4,reward_A0_only_M5,reward_A0_only_M6,reward_A0_only_M7,reward_A0_only_M8,reward_A0_only_M9,reward_A0_only_M10,module_ablation_status,total_tokens,actual_usd,actual_usd_status,actual_usd_source,accepted,invalid,invalid_reason,source
2026-08-18T15:19:55.124970+00:00,formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,0,0,terminal-bench-merge-diff-arc-agi-task,1.0,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/result.json
2026-08-18T15:19:55.124970+00:00,formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,0,0,terminal-bench-protein-assembly,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/result.json
2026-08-18T15:19:55.124970+00:00,formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,0,0,terminal-bench-pytorch-model-cli,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/result.json
2026-08-18T15:19:55.124970+00:00,formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,0,0,terminal-bench-qemu-startup,1.0,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/result.json
2026-08-18T15:19:55.124970+00:00,formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,0,0,terminal-bench-query-optimize,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/result.json
2026-08-18T15:19:55.124970+00:00,formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,0,0,terminal-bench-rstan-to-pystan,1.0,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/result.json
2026-08-18T15:19:55.124970+00:00,formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,0,0,terminal-bench-torch-pipeline-parallelism,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/result.json
2026-08-18T15:19:55.124970+00:00,formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation_summary,1,3,,0.5777777777777777,,,,0.5777777777777777,12089230,1263398,,,,,,,,,,,,,13352628,,missing_price,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/result.json
2026-08-18T15:19:55.124970+00:00,formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,1,3,terminal-bench-db-wal-recovery,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/result.json
2026-08-18T15:19:55.124970+00:00,formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,1,3,terminal-bench-dna-assembly,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/result.json
2026-08-18T15:19:55.124970+00:00,formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,1,3,terminal-bench-dna-insert,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/result.json
2026-08-18T15:19:55.124970+00:00,formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,1,3,terminal-bench-extract-elf,1.0,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/result.json
2026-08-18T15:19:55.124970+00:00,formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,1,3,terminal-bench-filter-js-from-html,0.0,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/result.json
2026-08-18T15:19:55.124970+00:00,formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,1,3,terminal-bench-llm-inference-batching-scheduler,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/result.json
2026-08-18T15:19:55.124970+00:00,formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,1,3,terminal-bench-mailman,0.0,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/result.json
2026-08-18T15:19:55.124970+00:00,formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,1,3,terminal-bench-make-doom-for-mips,0.0,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/result.json
2026-08-18T15:19:55.124970+00:00,formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,1,3,terminal-bench-merge-diff-arc-agi-task,1.0,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/result.json
2026-08-18T15:19:55.124970+00:00,formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,1,3,terminal-bench-protein-assembly,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/result.json
2026-08-18T15:19:55.124970+00:00,formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,1,3,terminal-bench-pytorch-model-cli,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/result.json
2026-08-18T15:19:55.124970+00:00,formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,1,3,terminal-bench-qemu-startup,1.0,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/result.json
2026-08-18T15:19:55.124970+00:00,formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,1,3,terminal-bench-query-optimize,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/result.json
2026-08-18T15:19:55.124970+00:00,formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,1,3,terminal-bench-rstan-to-pystan,1.0,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/result.json
2026-08-18T15:19:55.124970+00:00,formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,1,3,terminal-bench-torch-pipeline-parallelism,1.0,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/result.json
2026-08-18T15:19:55.124970+00:00,20260818T133332Z,terminal,terminal,claude-opus-5,pi,42,completed,run_summary,2,5,,,0.5055555555555555,0.5277777777777777,0.022222222222222143,,,,0.5777777777777777,,,,,,,,,,,not_applicable_source_mode,152102344,,missing_price,,,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/finalization-history/20260818T133332Z/result.json
2026-08-18T15:19:55.124970+00:00,20260818T133332Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation_summary,0,0,,0.5555555555555556,,,,0.5555555555555556,17063170,1732773,,,,,,,,,,,,,18795943,,missing_price,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/finalization-history/20260818T133332Z/result.json
2026-08-18T15:19:55.124970+00:00,20260818T133332Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,0,0,terminal-bench-db-wal-recovery,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/finalization-history/20260818T133332Z/result.json
2026-08-18T15:19:55.124970+00:00,20260818T133332Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,0,0,terminal-bench-dna-assembly,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/finalization-history/20260818T133332Z/result.json
2026-08-18T15:19:55.124970+00:00,20260818T133332Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,0,0,terminal-bench-dna-insert,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/finalization-history/20260818T133332Z/result.json
2026-08-18T15:19:55.124970+00:00,20260818T133332Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,0,0,terminal-bench-extract-elf,0.0,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/finalization-history/20260818T133332Z/result.json
2026-08-18T15:19:55.124970+00:00,20260818T133332Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,0,0,terminal-bench-filter-js-from-html,0.0,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/finalization-history/20260818T133332Z/result.json
2026-08-18T15:19:55.124970+00:00,20260818T133332Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,0,0,terminal-bench-llm-inference-batching-scheduler,1.0,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/finalization-history/20260818T133332Z/result.json
2026-08-18T15:19:55.124970+00:00,20260818T133332Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,0,0,terminal-bench-mailman,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/finalization-history/20260818T133332Z/result.json
2026-08-18T15:19:55.124970+00:00,20260818T133332Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,0,0,terminal-bench-make-doom-for-mips,0.0,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/finalization-history/20260818T133332Z/result.json
2026-08-18T15:19:55.124970+00:00,20260818T133332Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,0,0,terminal-bench-merge-diff-arc-agi-task,1.0,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/finalization-history/20260818T133332Z/result.json
2026-08-18T15:19:55.124970+00:00,20260818T133332Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,0,0,terminal-bench-protein-assembly,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/finalization-history/20260818T133332Z/result.json
2026-08-18T15:19:55.124970+00:00,20260818T133332Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,0,0,terminal-bench-pytorch-model-cli,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/finalization-history/20260818T133332Z/result.json
2026-08-18T15:19:55.124970+00:00,20260818T133332Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,0,0,terminal-bench-qemu-startup,1.0,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/finalization-history/20260818T133332Z/result.json
2026-08-18T15:19:55.124970+00:00,20260818T133332Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,0,0,terminal-bench-query-optimize,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/finalization-history/20260818T133332Z/result.json
2026-08-18T15:19:55.124970+00:00,20260818T133332Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,0,0,terminal-bench-rstan-to-pystan,1.0,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/finalization-history/20260818T133332Z/result.json
2026-08-18T15:19:55.124970+00:00,20260818T133332Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,0,0,terminal-bench-torch-pipeline-parallelism,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/finalization-history/20260818T133332Z/result.json
2026-08-18T15:19:55.124970+00:00,20260818T133332Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation_summary,1,3,,0.5777777777777777,,,,0.5777777777777777,12089230,1263398,,,,,,,,,,,,,13352628,,missing_price,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/finalization-history/20260818T133332Z/result.json
2026-08-18T15:19:55.124970+00:00,20260818T133332Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,1,3,terminal-bench-db-wal-recovery,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/finalization-history/20260818T133332Z/result.json
2026-08-18T15:19:55.124970+00:00,20260818T133332Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,1,3,terminal-bench-dna-assembly,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/finalization-history/20260818T133332Z/result.json
2026-08-18T15:19:55.124970+00:00,20260818T133332Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,1,3,terminal-bench-dna-insert,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/finalization-history/20260818T133332Z/result.json
2026-08-18T15:19:55.124970+00:00,20260818T133332Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,1,3,terminal-bench-extract-elf,1.0,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/finalization-history/20260818T133332Z/result.json
2026-08-18T15:19:55.124970+00:00,20260818T133332Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,1,3,terminal-bench-filter-js-from-html,0.0,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/finalization-history/20260818T133332Z/result.json
2026-08-18T15:19:55.124970+00:00,20260818T133332Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,1,3,terminal-bench-llm-inference-batching-scheduler,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/finalization-history/20260818T133332Z/result.json
2026-08-18T15:19:55.124970+00:00,20260818T133332Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,1,3,terminal-bench-mailman,0.0,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/finalization-history/20260818T133332Z/result.json
2026-08-18T15:19:55.124970+00:00,20260818T133332Z,terminal,terminal,claude-opus-5,pi,42,completed,test_generation,1,3,terminal-bench-make-doom-for-mips,0.0,,,,,,,,,,,,,,,,,,,,,,,True,False,,<REDACTED_USER_HOME>/rsibench/runs/formal-resume-terminal-claude-opus-5-meta-claude-opus-5-pi-source12-g5-tr3-te3-20260817T045239Z/finalization-history/20260818T133332Z/result.json
